TotalGHGEmissions,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,LargestPropertyUseType,LargestPropertyUseTypeGFA,BuildingType,Neighborhood,PrimaryPropertyType,BuildingAge,SteamUse,Electricity,NaturalGas,ENERGYSTARScore
59.21,1.0,22,227556,98556,OFFICE,227556.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,46,0,1,0,95.0
42.65,1.0,1,50065,0,DISTRIBUTION CENTER,49918.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,49,0,1,1,72.0
76.68,1.0,1,57540,0,DISTRIBUTION CENTER,57540.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,47,0,1,1,26.0
10.72,1.0,1,85400,0,NON-REFRIGERATED WAREHOUSE,85400.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,50,0,1,0,49.0
3.62,1.0,1,55700,0,NON-REFRIGERATED WAREHOUSE,55700.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,50,0,1,0,63.0
46.93,1.0,1,53250,0,OFFICE,52759.0,NONRESIDENTIAL,GREATER DUWAMISH,SMALL- AND MID-SIZED OFFICE,52,0,1,1,96.0
28.63,1.0,6,78672,28427,OFFICE,78672.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SMALL- AND MID-SIZED OFFICE,29,0,1,1,98.0
6.32,1.0,3,64660,0,NON-REFRIGERATED WAREHOUSE,64660.0,NONRESIDENTIAL,NORTHWEST,WAREHOUSE,30,0,1,1,89.0
38.48,1.0,2,75844,19928,OTHER,28442.0,NONRESIDENTIAL,EAST,MIXED USE PROPERTY,89,0,1,1,
204.81,1.0,1,161678,0,DISTRIBUTION CENTER,162425.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,48,0,1,1,25.0
152.71,1.0,1,101101,0,DISTRIBUTION CENTER,101101.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,67,0,1,1,1.0
32.02,1.0,1,52613,0,DISTRIBUTION CENTER,59504.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,36,0,1,1,80.0
74.31,1.0,1,56608,0,OTHER,45340.0,NONRESIDENTIAL,GREATER DUWAMISH,OTHER,76,0,1,1,
142.36,1.0,1,104099,0,REFRIGERATED WAREHOUSE,100000.0,NONRESIDENTIAL,GREATER DUWAMISH,REFRIGERATED WAREHOUSE,63,0,1,1,
414.43,1.0,1,58184,7450,SUPERMARKET/GROCERY STORE,51722.0,NONRESIDENTIAL,NORTHWEST,SUPERMARKET / GROCERY STORE,13,0,1,1,41.0
272.54,1.0,1,58480,0,SUPERMARKET/GROCERY STORE,44431.0,NONRESIDENTIAL,NORTH,SUPERMARKET / GROCERY STORE,36,0,1,1,37.0
54.92,1.0,6,336700,124800,OFFICE,217977.0,NONRESIDENTIAL,LAKE UNION,LARGE OFFICE,11,0,1,0,95.0
190.61,1.0,4,264008,159994,RETAIL STORE,98863.0,NONRESIDENTIAL,LAKE UNION,RETAIL STORE,20,0,1,1,42.0
38.55,1.0,2,62220,0,OFFICE,60676.0,NONRESIDENTIAL,CENTRAL,SMALL- AND MID-SIZED OFFICE,102,0,1,1,32.0
90.24,1.0,1,65430,0,OFFICE,60732.0,NONRESIDENTIAL,GREATER DUWAMISH,SMALL- AND MID-SIZED OFFICE,46,0,1,1,89.0
49.17,1.0,3,102290,42440,OFFICE,83715.0,NONRESIDENTIAL,NORTHEAST,LARGE OFFICE,10,0,1,1,26.0
85.28,1.0,3,80004,0,OTHER,74864.0,NONRESIDENTIAL,CENTRAL,OTHER,90,0,1,0,
262.45,1.0,2,323916,0,NON-REFRIGERATED WAREHOUSE,263528.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,25,0,1,1,92.0
247.35,1.0,14,304052,0,OFFICE,218918.0,NONRESIDENTIAL,GREATER DUWAMISH,MIXED USE PROPERTY,84,0,1,1,66.0
33.85,1.0,4,85385,31210,OFFICE,50235.0,NONRESIDENTIAL,LAKE UNION,SMALL- AND MID-SIZED OFFICE,38,0,1,0,
42.25,1.0,2,98024,0,DISTRIBUTION CENTER,63896.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,27,0,1,1,94.0
63.89,1.0,1,65000,15000,OFFICE,20000.0,NONRESIDENTIAL,LAKE UNION,MIXED USE PROPERTY,88,0,1,1,
35.8,1.0,5,144573,66620,OFFICE,78521.0,NONRESIDENTIAL,LAKE UNION,LARGE OFFICE,26,0,1,0,62.0
129.29,1.0,2,302812,0,RETAIL STORE,302812.0,NONRESIDENTIAL,NORTH,RETAIL STORE,66,0,1,1,97.0
293.55,1.0,5,86400,0,OFFICE,78200.0,NONRESIDENTIAL,NORTHWEST,SMALL- AND MID-SIZED OFFICE,42,0,1,1,53.0
46.49,1.0,2,98539,0,STRIP MALL,98539.0,NONRESIDENTIAL,NORTH,OTHER,47,0,1,1,
44.35,1.0,6,86483,0,OFFICE,86483.0,NONRESIDENTIAL,NORTHWEST,SMALL- AND MID-SIZED OFFICE,35,0,1,0,56.0
22.1,1.0,1,51600,0,DISTRIBUTION CENTER,34400.0,NONRESIDENTIAL,DELRIDGE,DISTRIBUTION CENTER,40,0,1,1,75.0
57.73,1.0,1,140520,0,NON-REFRIGERATED WAREHOUSE,140520.0,NONRESIDENTIAL,DELRIDGE,WAREHOUSE,48,0,1,1,61.0
58.88,1.0,5,154029,62380,OFFICE,91645.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,LARGE OFFICE,30,0,1,1,95.0
49.28,1.0,3,161789,91935,PARKING,91935.0,NONRESIDENTIAL,NORTHWEST,OTHER,11,0,1,1,
33.22,1.0,3,63909,0,MEDICAL OFFICE,60670.0,NONRESIDENTIAL,NORTHWEST,MEDICAL OFFICE,11,0,1,0,
34.0,1.0,2,53472,0,NON-REFRIGERATED WAREHOUSE,46846.0,NONRESIDENTIAL,NORTHWEST,WAREHOUSE,68,0,1,1,
58.67,1.0,1,50417,0,NON-REFRIGERATED WAREHOUSE,50417.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,36,0,1,1,14.0
611.19,1.0,1,43728,0,RESTAURANT,43728.0,NONRESIDENTIAL,DOWNTOWN,RESTAURANT,116,0,0,1,
295.48,1.0,3,133298,0,MEDICAL OFFICE,133298.0,NONRESIDENTIAL,NORTHWEST,MEDICAL OFFICE,55,0,1,1,21.0
91.1,1.0,2,168619,0,RETAIL STORE,173106.0,NONRESIDENTIAL,NORTH,RETAIL STORE,51,0,1,1,78.0
1156.45,1.0,5,251827,113318,PARKING,113318.0,NONRESIDENTIAL,LAKE UNION,MIXED USE PROPERTY,14,0,1,1,
45.22,1.0,4,175885,71385,OFFICE,103970.0,NONRESIDENTIAL,LAKE UNION,LARGE OFFICE,16,0,1,0,91.0
23.86,1.0,2,104786,0,NON-REFRIGERATED WAREHOUSE,104786.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,47,0,1,1,93.0
49.9,1.0,1,53040,41600,OTHER,51427.0,NONRESIDENTIAL,GREATER DUWAMISH,OTHER,16,0,1,1,
107.83,1.0,1,110689,0,OTHER,110689.0,NONRESIDENTIAL,GREATER DUWAMISH,OTHER,43,0,1,1,
22.12,1.0,1,53620,0,OFFICE,53620.0,NONRESIDENTIAL,GREATER DUWAMISH,SMALL- AND MID-SIZED OFFICE,68,0,1,1,86.0
65.3,1.0,1,50008,0,OFFICE,50008.0,NONRESIDENTIAL,GREATER DUWAMISH,SMALL- AND MID-SIZED OFFICE,78,0,1,1,62.0
49.74,1.0,4,291176,100176,OFFICE,194674.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,LARGE OFFICE,7,0,1,1,98.0
107.16,1.0,1,50832,0,NON-REFRIGERATED WAREHOUSE,43920.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,59,0,1,1,63.0
20.29,1.0,1,76354,0,REFRIGERATED WAREHOUSE,76486.0,NONRESIDENTIAL,GREATER DUWAMISH,REFRIGERATED WAREHOUSE,45,0,1,1,70.0
39.5,1.0,1,98480,0,NON-REFRIGERATED WAREHOUSE,98480.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,60,0,1,1,65.0
64.0,1.0,2,53002,0,RETAIL STORE,31602.0,NONRESIDENTIAL,LAKE UNION,MIXED USE PROPERTY,112,0,1,1,75.0
640.71,1.0,3,175918,51218,OFFICE,66737.0,NONRESIDENTIAL,LAKE UNION,MIXED USE PROPERTY,8,0,1,1,
406.02,1.0,3,169785,63782,OTHER,106003.0,NONRESIDENTIAL,LAKE UNION,OTHER,96,0,1,1,
365.79,1.0,11,124721,0,OFFICE,107594.0,NONRESIDENTIAL,LAKE UNION,LARGE OFFICE,45,0,1,1,58.0
39.47,1.0,7,94002,0,OFFICE,93905.0,NONRESIDENTIAL,LAKE UNION,SMALL- AND MID-SIZED OFFICE,46,0,1,0,70.0
8.73,1.0,1,93020,0,NON-REFRIGERATED WAREHOUSE,93020.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,42,0,1,0,60.0
25.74,1.0,1,23000,0,OTHER,20310.0,NONRESIDENTIAL,DOWNTOWN,OTHER,70,0,1,1,
306.5,1.0,1,61053,0,SUPERMARKET/GROCERY STORE,54434.0,NONRESIDENTIAL,SOUTHEAST,SUPERMARKET / GROCERY STORE,14,0,1,1,32.0
19.73,1.0,5,78920,0,OFFICE,78564.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,112,0,1,0,88.0
134.69,1.0,7,99440,0,OFFICE,65088.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,110,0,1,1,64.0
19.89,1.0,6,73260,0,OFFICE,63871.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,109,0,1,0,82.0
76.8,1.0,4,69817,0,OFFICE,34647.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,116,1,1,1,87.0
26.04,1.0,4,84750,0,OFFICE,41609.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,116,0,1,1,
24.89,1.0,6,75496,13320,OFFICE,45799.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,116,0,1,0,
130.31,1.0,4,164380,0,OFFICE,123607.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,116,1,1,1,79.0
99.59,1.0,7,160580,0,OFFICE,160580.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,109,1,1,1,98.0
22.39,1.0,6,73470,0,OFFICE,47145.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,107,0,1,0,83.0
13.28,1.0,3,67755,0,OTHER,33647.0,NONRESIDENTIAL COS,DOWNTOWN,OTHER,110,0,1,0,
31.58,1.0,3,56700,0,OFFICE,26250.0,NONRESIDENTIAL,GREATER DUWAMISH,MIXED USE PROPERTY,106,0,1,1,37.0
65.56,1.0,1,82852,0,NON-REFRIGERATED WAREHOUSE,58472.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,94,0,1,1,83.0
132.6,1.0,2,76442,0,OTHER,50500.0,NONRESIDENTIAL,GREATER DUWAMISH,OTHER,63,0,1,1,
74.18,1.0,2,92792,0,DISTRIBUTION CENTER,85343.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,54,0,1,1,56.0
15.65,2.0,2,125519,0,MANUFACTURING/INDUSTRIAL PLANT,142901.0,NONRESIDENTIAL,GREATER DUWAMISH,OTHER,75,0,1,0,
30.5,1.0,4,129000,25800,OFFICE,104869.0,NONRESIDENTIAL,GREATER DUWAMISH,LARGE OFFICE,116,0,1,0,80.0
16.48,1.0,1,78814,0,NON-REFRIGERATED WAREHOUSE,78814.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,62,0,1,1,69.0
41.18,1.0,4,58970,0,OFFICE,39870.0,NONRESIDENTIAL,GREATER DUWAMISH,SMALL- AND MID-SIZED OFFICE,112,0,1,1,
18.74,1.0,6,75600,10800,DISTRIBUTION CENTER,51040.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,106,0,1,0,15.0
7.37,1.0,4,56270,0,DISTRIBUTION CENTER,39884.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,109,0,1,0,
138.35,1.0,4,66842,0,OFFICE,43122.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,112,0,1,1,31.0
20.18,1.0,6,75288,10800,OFFICE,65508.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,107,0,1,1,81.0
67.78,1.0,7,184322,0,OFFICE,183916.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,112,0,1,0,81.0
182.14,1.0,7,287853,0,OFFICE,273812.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,7,0,1,1,43.0
180.76,1.0,2,64512,0,OFFICE,63000.0,NONRESIDENTIAL,GREATER DUWAMISH,SMALL- AND MID-SIZED OFFICE,102,0,1,1,53.0
445.62,1.0,6,286000,111774,PARKING,111774.0,NONRESIDENTIAL,GREATER DUWAMISH,MIXED USE PROPERTY,7,0,1,1,
98.43,1.0,7,144050,0,NON-REFRIGERATED WAREHOUSE,144050.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,90,0,1,1,26.0
47.25,1.0,3,60592,0,OFFICE,60384.0,NONRESIDENTIAL,GREATER DUWAMISH,SMALL- AND MID-SIZED OFFICE,86,0,1,1,16.0
810.7,1.0,6,1380959,0,OFFICE,1000730.0,NONRESIDENTIAL,GREATER DUWAMISH,LARGE OFFICE,104,0,1,1,79.0
100.42,1.0,1,107930,0,RETAIL STORE,107704.0,NONRESIDENTIAL,GREATER DUWAMISH,RETAIL STORE,23,0,1,1,57.0
49.25,1.0,1,99084,0,NON-REFRIGERATED WAREHOUSE,99084.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,90,0,1,1,83.0
42.74,1.0,1,72719,0,DISTRIBUTION CENTER,72719.0,NONRESIDENTIAL,DELRIDGE,DISTRIBUTION CENTER,63,0,1,1,28.0
33.41,1.0,4,76624,0,OFFICE,76624.0,NONRESIDENTIAL,EAST,SMALL- AND MID-SIZED OFFICE,86,0,1,1,91.0
59.75,1.0,6,91706,36583,OFFICE,53281.0,NONRESIDENTIAL,NORTHEAST,SMALL- AND MID-SIZED OFFICE,15,0,1,0,2.0
477.85,1.0,5,129093,39902,MEDICAL OFFICE,89131.0,NONRESIDENTIAL,LAKE UNION,MEDICAL OFFICE,8,0,1,1,6.0
58.43,1.0,5,138106,16221,OFFICE,119083.0,NONRESIDENTIAL,DELRIDGE,LARGE OFFICE,25,0,1,0,41.0
67.29,1.0,1,56572,0,RETAIL STORE,56576.0,NONRESIDENTIAL,GREATER DUWAMISH,RETAIL STORE,43,0,1,1,66.0
692.12,1.0,0,225982,0,MEDICAL OFFICE,200184.0,NONRESIDENTIAL,EAST,MEDICAL OFFICE,12,1,1,0,53.0
734.72,1.0,0,516407,0,PARKING,385196.0,NONRESIDENTIAL,DOWNTOWN,MIXED USE PROPERTY,10,0,1,1,31.0
185.39,1.0,11,312512,0,OFFICE,303312.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,16,0,1,1,
481.06,1.0,42,1592914,0,OFFICE,914832.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,11,1,1,1,97.0
17.28,1.0,6,97720,0,OFFICE,51881.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,90,0,1,0,
190.1,1.0,10,422503,206580,MEDICAL OFFICE,197408.0,NONRESIDENTIAL,EAST,MEDICAL OFFICE,31,1,1,0,46.0
40.38,1.0,7,94500,0,MEDICAL OFFICE,113739.0,NONRESIDENTIAL,CENTRAL,MEDICAL OFFICE,29,0,1,0,68.0
94.74,1.0,1,94713,0,RETAIL STORE,109758.0,NONRESIDENTIAL,DELRIDGE,RETAIL STORE,11,0,1,1,79.0
130.32,1.0,9,302902,101342,MEDICAL OFFICE,201365.0,NONRESIDENTIAL,EAST,MEDICAL OFFICE,8,0,1,1,58.0
357.39,1.0,19,319911,156407,MEDICAL OFFICE,170727.0,NONRESIDENTIAL,EAST,MEDICAL OFFICE,43,1,1,0,50.0
282.46,1.0,6,205521,0,OFFICE,114919.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,116,1,1,1,94.0
21.37,1.0,6,56700,0,OFFICE,46000.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,116,0,1,0,55.0
23.48,1.0,4,72000,0,OFFICE,72000.0,NONRESIDENTIAL,GREATER DUWAMISH,SMALL- AND MID-SIZED OFFICE,91,0,1,1,89.0
35.56,1.0,4,191146,94892,OFFICE,103000.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,LARGE OFFICE,16,0,1,0,93.0
310.19,1.0,3,68763,11527,OTHER - RECREATION,50000.0,NONRESIDENTIAL,DELRIDGE,OTHER,15,0,1,1,
530.62,3.0,1,102133,0,STRIP MALL,107427.0,NONRESIDENTIAL,SOUTHEAST,OTHER,22,0,1,1,
116.95,1.0,14,362046,0,OFFICE,232443.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,8,0,1,1,86.0
270.17,3.0,2,81336,0,LIFESTYLE CENTER,81385.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,OTHER,22,0,1,1,
111.69,1.0,23,538933,0,OFFICE,366554.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,15,0,1,0,90.0
36.49,1.0,6,275982,197130,PARKING,197040.0,NONRESIDENTIAL,DOWNTOWN,OTHER,33,0,1,0,
30.61,1.0,5,98668,0,OFFICE,98668.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SMALL- AND MID-SIZED OFFICE,34,0,1,0,91.0
98.54,1.0,1,158931,28381,OFFICE,80157.0,NONRESIDENTIAL,GREATER DUWAMISH,LARGE OFFICE,9,0,1,1,12.0
357.86,1.0,1,105100,0,OFFICE,105100.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,LARGE OFFICE,38,0,1,1,1.0
60.7,1.0,1,50660,0,RETAIL STORE,50660.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,RETAIL STORE,38,0,1,1,51.0
55.73,1.0,2,61929,0,OFFICE,39879.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SMALL- AND MID-SIZED OFFICE,79,0,1,1,59.0
177.62,1.0,4,165111,55000,OFFICE,104667.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,LARGE OFFICE,16,0,1,0,1.0
5.59,1.0,3,20565,0,OFFICE,20565.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,91,0,1,0,65.0
54.78,1.0,5,159937,55971,OFFICE,106449.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,LARGE OFFICE,16,0,1,0,63.0
103.57,1.0,5,183964,46763,OFFICE,133451.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,LARGE OFFICE,8,0,1,0,56.0
116.74,1.0,5,208210,78848,OFFICE,109978.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,LARGE OFFICE,30,0,1,1,95.0
88.74,1.0,7,277486,80283,OFFICE,178625.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,30,0,1,0,63.0
70.09,1.0,3,187130,0,OFFICE,171783.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,23,0,1,0,77.0
119.81,1.0,5,251044,117867,OFFICE,126218.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,16,0,1,0,99.0
8.8,1.0,5,154330,0,NON-REFRIGERATED WAREHOUSE,95330.0,NONRESIDENTIAL,DOWNTOWN,WAREHOUSE,104,0,1,0,81.0
50.17,1.0,6,108245,14690,OFFICE,64055.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,98,1,1,0,
47.39,1.0,6,167860,0,OFFICE,110370.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,111,0,1,0,70.0
97.82,1.0,6,112560,0,OFFICE,80400.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,106,0,1,1,86.0
69.02,1.0,6,86204,0,OTHER,67670.0,NONRESIDENTIAL,DOWNTOWN,RETAIL STORE,106,0,1,1,89.0
119.46,1.0,2,145158,0,NON-REFRIGERATED WAREHOUSE,101633.0,NONRESIDENTIAL COS,GREATER DUWAMISH,WAREHOUSE,31,0,1,1,51.0
157.48,1.0,2,112896,0,OFFICE,110746.0,NONRESIDENTIAL,GREATER DUWAMISH,LARGE OFFICE,65,0,1,1,66.0
7.08,1.0,1,110613,0,DISTRIBUTION CENTER,99551.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,56,0,1,0,95.0
95.86,1.0,4,149881,0,NON-REFRIGERATED WAREHOUSE,119593.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,65,0,1,1,97.0
75.29,1.0,3,98220,0,NON-REFRIGERATED WAREHOUSE,129420.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,65,0,1,1,12.0
19.86,1.0,1,84420,0,DISTRIBUTION CENTER,44300.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,46,0,1,0,55.0
155.74,1.0,1,73335,0,DISTRIBUTION CENTER,73335.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,55,0,1,1,
48.5,1.0,2,56876,0,DISTRIBUTION CENTER,48400.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,88,0,1,1,
178.62,1.0,2,61200,0,NON-REFRIGERATED WAREHOUSE,61200.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,85,0,1,1,16.0
34.14,1.0,1,111908,0,DISTRIBUTION CENTER,109090.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,29,0,1,1,87.0
168.5,3.0,2,63644,0,OTHER - PUBLIC SERVICES,65700.0,NONRESIDENTIAL,GREATER DUWAMISH,OTHER,30,0,1,1,
25.37,3.0,2,108753,18860,NON-REFRIGERATED WAREHOUSE,58605.0,NONRESIDENTIAL,GREATER DUWAMISH,MIXED USE PROPERTY,86,0,1,0,
293.56,1.0,1,141890,35545,SUPERMARKET/GROCERY STORE,168735.0,NONRESIDENTIAL,NORTHWEST,SUPERMARKET / GROCERY STORE,46,0,1,1,91.0
33.58,1.0,4,92092,21055,OFFICE,70074.0,NONRESIDENTIAL,BALLARD,SMALL- AND MID-SIZED OFFICE,15,0,1,0,5.0
86.9,1.0,3,56259,0,NON-REFRIGERATED WAREHOUSE,31582.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,WAREHOUSE,42,0,1,1,
710.7,1.0,6,143439,0,OTHER,119570.0,NONRESIDENTIAL,NORTHEAST,OTHER,10,0,1,1,
61.86,1.0,4,202623,88855,OFFICE,105206.0,NONRESIDENTIAL,LAKE UNION,LARGE OFFICE,8,0,1,0,73.0
38.21,1.0,2,77174,25800,OFFICE,77174.0,NONRESIDENTIAL,LAKE UNION,SMALL- AND MID-SIZED OFFICE,16,0,1,0,33.0
47.82,1.0,5,110524,0,OFFICE,98781.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,LARGE OFFICE,18,0,1,0,57.0
314.43,1.0,5,287224,103650,PARKING,97500.0,NONRESIDENTIAL,LAKE UNION,MIXED USE PROPERTY,8,0,1,1,
1154.79,1.0,4,115748,18382,LABORATORY,97365.0,NONRESIDENTIAL,LAKE UNION,LABORATORY,17,0,1,1,
68.06,1.0,7,241875,84689,OFFICE,163082.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,LARGE OFFICE,16,0,1,1,88.0
65.03,1.0,5,102930,18720,OFFICE,89075.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,LARGE OFFICE,42,0,1,1,85.0
260.13,1.0,3,76893,0,OFFICE,90345.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,114,0,1,1,
119.93,1.0,8,150000,23630,OFFICE,126648.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,41,0,1,1,65.0
147.82,1.0,7,274362,0,OFFICE,274362.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,63,0,1,1,82.0
246.83,1.0,15,378002,116280,OFFICE,270237.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,33,0,1,1,85.0
346.62,1.0,11,169020,0,OFFICE,156414.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,53,1,1,1,83.0
1921.82,1.0,33,429405,0,DATA CENTER,218997.0,NONRESIDENTIAL,DOWNTOWN,OTHER,35,0,1,1,98.0
882.56,1.0,76,1952220,319400,OFFICE,1680937.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,31,0,1,1,86.0
110.7,1.0,19,383515,89778,OFFICE,312442.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,35,0,1,0,90.0
582.28,1.0,18,363934,28870,MEDICAL OFFICE,281598.0,NONRESIDENTIAL,DOWNTOWN,MEDICAL OFFICE,91,1,1,1,68.0
109.85,1.0,4,78920,0,RETAIL STORE,78920.0,NONRESIDENTIAL,DOWNTOWN,RETAIL STORE,87,0,1,1,80.0
109.16,1.0,7,131143,87160,OFFICE,120248.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,37,0,1,1,93.0
324.25,1.0,0,947987,0,OTHER - MALL,561684.0,NONRESIDENTIAL,DOWNTOWN,OTHER,17,0,1,0,
150.88,1.0,4,55520,0,OFFICE,17120.0,NONRESIDENTIAL,EAST,MIXED USE PROPERTY,108,0,1,1,
133.8,1.0,10,132998,0,OFFICE,138257.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,108,1,1,0,97.0
27.82,1.0,3,83118,0,RETAIL STORE,45000.0,NONRESIDENTIAL,DOWNTOWN,RETAIL STORE,76,0,1,1,59.0
54.4,1.0,3,77555,0,RETAIL STORE,73563.0,NONRESIDENTIAL,DOWNTOWN,RETAIL STORE,92,0,1,1,39.0
20.12,1.0,6,51218,0,OFFICE,44913.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,107,0,1,0,57.0
426.39,1.0,29,489182,0,OFFICE,371450.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,46,0,1,1,43.0
639.72,1.0,27,216571,13320,OFFICE,182604.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,87,1,1,1,62.0
132.71,1.0,13,189175,0,OFFICE,151740.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,95,0,1,0,13.0
119.03,1.0,13,293803,74481,OFFICE,145491.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,18,0,1,0,25.0
41.8,1.0,7,122356,0,OFFICE,95942.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,106,0,1,1,91.0
13.72,1.0,3,52298,0,OFFICE,50250.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,95,0,1,0,89.0
169.06,1.0,17,116640,0,OFFICE,82053.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,105,1,1,0,75.0
